id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
22077168,The Over-Alley Suite,11980555,Natasha,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.922131,-77.042191,Entire home/apt,104,2,293,2023-03-13,4.68,9,294,68,Exempt
22084822,Brookland Shared Residence,118419282,Hannah,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92881,-76.9943,Private room,35,31,42,2020-01-05,0.67,1,0,0,
22115415,Charming Studio in Historic Capitol Hill Rowhouse,17757296,Ben & Tessa,,"Union Station, Stanton Park, Kingman Park",38.89379,-76.9917,Entire home/apt,108,2,298,2023-03-12,4.71,2,98,71,Exempt
22139377,English Basement Studio on the Hill!,43935594,James,,"Capitol Hill, Lincoln Park",38.88129,-76.98822,Entire home/apt,79,31,55,2020-08-15,0.90,1,0,0,
22162839,Quiet House on the Hill,161879212,Lawrence,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86904,-76.96532,Entire home/apt,125,31,1,2017-12-19,0.02,1,0,0,
22187642,"Clean, Cozy, and Affordable-2.",32782305,Stacy,,"Capitol View, Marshall Heights, Benning Heights",38.88447,-76.92891,Private room,49,14,42,2023-02-17,0.67,2,225,4,Hosted License: 5007242201000706
22193388,Private 1BR in-law suite centrally located,157939317,Raffi,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9249,-77.00871,Entire home/apt,98,31,30,2019-05-30,0.48,1,0,0,
22195887,Private 2-Bedroom Apartment (basement),5706129,Aric,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86809,-76.9836,Entire home/apt,89,1,203,2022-10-30,3.60,6,285,39,Exempt
22202025,Fabulous family home in typical DC rowhouse,8792447,Elise,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93535,-77.03118,Entire home/apt,50,31,0,,,1,0,0,
22229408,"Explorer's Paradise: Near Train, Bus & Bike Share",120875011,J. P.,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92217,-77.00045,Private room,20,31,20,2021-06-30,0.32,1,0,0,
22244228,Georgia House,160627439,Wayne,,"Brightwood Park, Crestwood, Petworth",38.94575,-77.02735,Entire home/apt,350,31,33,2022-06-28,0.54,1,179,5,
22265652,Home is Where the Cats Are,23502507,Emma,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93175,-77.03918,Entire home/apt,40,31,2,2018-01-01,0.03,1,0,0,
22265966,"Bird Nest, Unit 3 at Palisades Place",160601943,Matthias,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92491,-77.10088,Entire home/apt,87,2,263,2023-03-10,4.15,4,317,54,Exempt
22266299,"Sanctuary, Unit 4 at Palisades Place",160601943,Matthias,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92637,-77.10271,Entire home/apt,88,2,231,2023-03-12,3.64,4,338,49,Exempt
22268306,Cozy and brand new condo!,47462040,Fernanda,,"Brightwood Park, Crestwood, Petworth",38.9584,-77.02913,Entire home/apt,55,31,1,2018-01-15,0.02,1,0,0,
22300841,NEW Modern 1BR Garden Apt. in Classic DC Row House,116112352,Jenna,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93691,-77.03247,Entire home/apt,111,2,235,2023-03-12,3.68,1,106,64,Hosted License: 5007242201000224
22308082,HOME AWAY HOME - Chic 2 BR Capitol Hill DC,140907869,Tony & April,,"Union Station, Stanton Park, Kingman Park",38.89259,-76.98943,Entire home/apt,186,2,248,2023-03-18,3.90,1,111,44,Hosted License: 5007242201001285
22325323,Capitol Hill Private Entrance Comfy Studio,4974030,Nathan (& Eddie),,"Capitol Hill, Lincoln Park",38.88329,-76.97738,Entire home/apt,79,2,13,2023-03-16,0.79,1,37,2,Hosted License: 5007242201002298
22327372,"Private Master Bedroom Suite & Bath, Walk to Metro",132367741,Felipe,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93242,-77.03039,Private room,51,31,24,2020-03-09,0.40,1,365,0,
22342450,Apt near Dupont Cirlce,6358331,Gilbert,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92024,-77.04684,Shared room,28,31,1,2017-12-30,0.02,1,0,0,
22342950,2018 Built Washington Suite with Private Entrance,163362419,Marceen,,"Congress Heights, Bellevue, Washington Highlands",38.83984,-76.99093,Entire home/apt,70,31,31,2021-12-31,0.57,2,108,0,
22352986,Serene In-law Suite,62379567,Errol And Kia,,"Capitol View, Marshall Heights, Benning Heights",38.87995,-76.9287,Entire home/apt,115,1,21,2019-01-01,0.33,1,0,0,Hosted License: 5007242201001977
22372488,Modern 1 Bedroom near The Lincoln Memorial,95459395,Bluebird,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127,Entire home/apt,324,31,6,2021-12-28,0.18,32,352,0,Hosted License: 2200553000000000
22372846,Modern 2BR | Minute Walk to The White House,95459395,Bluebird,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127,Entire home/apt,481,31,35,2022-03-27,0.58,32,359,1,
22375408,Spacious 2BR | Desk+WiFi | Gym+Rooftop,95459395,Bluebird,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127,Entire home/apt,481,31,0,,,32,359,0,
22375645,"BohoChic in DC, minutes to the heart of DC & metro",1689867,Selin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93797,-77.01725,Entire home/apt,130,3,11,2023-02-25,0.18,2,257,2,"Hosted License: 5007242201000257
Unhosted License: 5007262201000258"
22392135,Artsy Studio Downtown Washington DC,163753719,Jon-Joseph,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90349,-77.01974,Entire home/apt,171,2,228,2023-03-11,3.61,1,24,56,Hosted License: 5007242201000996
22397505,Bright Newly Renovated Private Apartment,163817718,Daniel,,Historic Anacostia,38.86156,-76.988,Entire home/apt,50,31,126,2019-11-14,1.99,2,0,0,
22416682,Capitol Hill's coziest spot!,26219810,Noel,,"Union Station, Stanton Park, Kingman Park",38.89429,-76.99356,Private room,131,1,345,2023-03-11,5.56,1,26,85,Hosted License: 5007242201001090
22437845,Stroll to The Hip Strip From North End Shaw Basement Suite,4061545,Roy,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92507,-77.02408,Entire home/apt,125,3,131,2022-12-10,2.09,1,54,23,Hosted License: 5007242201001092
22448594,Charmer in Capitol Hill - walkable to major sites!,7233384,Andrea,,"Capitol Hill, Lincoln Park",38.88287,-77.00113,Entire home/apt,65,31,72,2019-02-27,1.14,1,0,0,
22479866,Spacious & Serene,106426179,Deb,,"Takoma, Brightwood, Manor Park",38.9692,-77.02507,Private room,41,60,3,2022-04-17,0.08,7,229,1,
22493531,Beautiful 1 Bedroom Newly Renovated  Space,164980877,"Noble, Stephanie And Denise",,"Brightwood Park, Crestwood, Petworth",38.93899,-77.02758,Entire home/apt,69,31,22,2020-02-22,0.35,1,342,0,
22496638,Private English Basement in Historic Mt. Pleasant,165020675,Peter And Jason,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93295,-77.04452,Entire home/apt,82,3,176,2023-02-24,2.82,1,9,35,Hosted License: 5007242201000743
22504339,"Modern condo, convenient to Metro",15738462,Harry,,"Friendship Heights, American University Park, Tenleytown",38.94719,-77.08178,Entire home/apt,125,31,1,2018-02-28,0.02,1,0,0,
22513442,Washington DC-Entire Apartment,125670628,Karen,,"Capitol Hill, Lincoln Park",38.8782,-76.98414,Entire home/apt,225,31,52,2019-08-13,0.85,2,19,0,
22516816,"Charming NW DC /Takoma Park,  DC - 2br 2 bathroom",27211012,Roscoe,,"Takoma, Brightwood, Manor Park",38.96781,-77.0248,Entire home/apt,175,4,7,2022-10-29,0.32,2,222,6,Hosted License: 5007242201001898
22526002,'DC Charm' Condo - Just Minutes to Capitol Hill!,122382567,Evolve,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86408,-76.94798,Entire home/apt,131,31,1,2019-10-14,0.02,32,17,0,
22528979,Spacious Private Bedroom w. Bath at DC's Gateway,25757262,Carri,,"Woodridge, Fort Lincoln, Gateway",38.92133,-76.95899,Private room,65,31,4,2018-05-20,0.06,1,0,0,
22530963,"Modern English Basement Apartment, Free Parking",62587952,Stephen,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86674,-76.94832,Entire home/apt,88,31,76,2023-01-02,1.24,4,76,5,
23053269,"Elegant living in Shaw Neighborhood, DC.",170397638,Yebeltal,,"Shaw, Logan Circle",38.90799,-77.01886,Entire home/apt,150,1,290,2023-03-16,4.71,1,93,84,Exempt
23062368,A home away from home...,93666826,Ayo,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92134,-77.00943,Entire home/apt,95,31,29,2019-09-01,0.53,1,0,0,
23076529,Upscale+Kalorama+PRIVATE Entry+KING+DRIVEWAY Opt!,1662757,Gloria,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91715,-77.05081,Entire home/apt,150,31,24,2022-11-25,0.40,4,364,3,
23077094,Solar Powered - Genevieve's Studio Garden Suite,32713202,Peter,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91486,-77.01074,Entire home/apt,112,2,136,2023-03-18,2.21,2,32,24,"Hosted License: 5007242201000780
Unhosted License: 5007262201000781"
23090614,The Happy House by AU/Tenleytown Metro,4100648,Mina+Tim,,"Friendship Heights, American University Park, Tenleytown",38.95028,-77.07556,Entire home/apt,222,32,51,2022-08-31,0.82,1,75,1,
23101507,D.G.B.G. Suite in Kingman Park w/ Free Parking!,1237439,Jennifer,,"Union Station, Stanton Park, Kingman Park",38.89569,-76.97086,Entire home/apt,70,2,227,2023-03-14,3.72,1,7,53,Hosted License: 5007242201000773
23101522,Home by American University and Wesley Heights,37494995,Sima,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93066,-77.08801,Entire home/apt,750,31,12,2022-08-21,0.20,2,364,2,
23102166,Masterbedroom Luxuary apartment convention center,132864176,Anna,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90292,-77.02084,Private room,100,31,16,2019-03-12,0.26,2,0,0,
23105556,Bright private room near Union Station.,18063946,Brice,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91173,-77.00584,Private room,50,31,2,2018-04-15,0.03,1,0,0,
23111121,Art-Filled English Basement in Fun Neighborhood!,3008145,Hamzah,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90379,-76.97801,Entire home/apt,75,1,402,2022-07-04,6.49,1,226,34,Hosted License: 5007242201000444
23139332,Fun and cozy 1.5BRM Kid & Pet Welcome in CoHi,3746732,Simcha,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93421,-77.02645,Entire home/apt,130,31,208,2023-02-11,3.37,5,158,16,
23148309,"Comfortable, cute, cozy basement studio",19646676,Ilissa,,"Shaw, Logan Circle",38.90716,-77.02467,Entire home/apt,115,2,204,2023-03-15,3.30,1,98,9,Hosted License: 5007242201000071
23170552,Sunny Self Contained English Basement,36954714,Christopher,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91885,-77.0091,Entire home/apt,71,1,471,2023-03-17,7.58,1,42,90,Hosted License: 5007242201000314
23190741,Room in residencial area/Cuarto en ZonaResidencial,172432100,Manuel,,"Mayfair, Hillbrook, Mahaning Heights",38.89837,-76.93648,Private room,50,31,104,2022-06-20,1.69,1,180,15,
23190751,Bright bedroom in Eckington rowhouse,26392545,Eli,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91925,-77.00666,Private room,70,16,15,2022-08-09,0.24,3,0,1,Hosted License: 5007242201000664
23236188,"Cozy, Green, and Hip Studio near Downtown!",59729779,Winsome,,"Brookland, Brentwood, Langdon",38.92665,-76.993,Private room,71,31,18,2021-08-05,0.30,1,265,0,
23274279,Comfortable bedroom in classic DC rowhouse,1501363,Galen,,"Union Station, Stanton Park, Kingman Park",38.89878,-76.98836,Private room,65,31,2,2018-03-18,0.03,2,0,0,
23304101,Historic Shaw/LeDroit Park Gem ~ 1 Bedroom on U St,46630199,Home Sweet City,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91552,-77.01748,Entire home/apt,121,2,117,2023-03-16,1.88,94,167,24,Hosted License: 5007242201001773
23309447,Rock Creek Studio,62296794,Vivian,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93526,-77.05287,Entire home/apt,124,3,212,2023-03-08,3.46,2,103,42,Hosted License: 5007242201000570
23357913,Private Newly-Renovated DC Rowhome with 2 Bedrooms,163817718,Daniel,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90889,-76.98569,Entire home/apt,110,31,170,2020-01-04,2.79,2,0,0,
23368804,1500 sqft Plush Modern Townhome +  Free Parking!!,36669572,Clarence,,"Congress Heights, Bellevue, Washington Highlands",38.8376,-76.99908,Entire home/apt,245,1,160,2023-01-29,2.61,2,351,43,Exempt
23371128,Spacious modern 2 bed near H-St & Union Market!,44251938,Kathleen,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9069,-76.98743,Entire home/apt,99,31,26,2022-11-15,0.42,1,16,1,
23380375,Spacious studio w private entrance in DC rowhouse,26392545,Eli,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91946,-77.00534,Entire home/apt,95,3,252,2023-03-10,4.09,3,96,31,Hosted License: 5007242201000664
19178372,Modern and Convienient Condo,18173651,Mona,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93796,-77.07382,Entire home/apt,89,31,83,2022-11-14,1.20,1,155,8,
19180793,Renovated Apartment Near Hip H Street,12318880,Robyn,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90712,-76.98868,Entire home/apt,100,31,9,2017-07-31,0.13,1,0,0,
19181932,Musical H Street/Trinidad Basement Apt w/ parking,12605921,David,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90578,-76.98276,Entire home/apt,101,3,148,2023-03-10,2.42,1,31,35,"Hosted License: 5007242201000229
Unhosted License: 5007262201000230"
19205234,"Rock Creek Park, the Zoo and Cleveland  Park!",26296287,Mj,,"North Cleveland Park, Forest Hills, Van Ness",38.9423,-77.05962,Entire home/apt,157,2,89,2022-12-29,1.31,2,318,8,Hosted License: 5007242201000391
19207688,CONVENTION CENTER/SHAW DowntownDC PRIVATE BED/BATH,126333441,Thang,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90822,-77.01468,Private room,88,1,343,2023-03-02,4.89,4,188,52,"Hosted License: 5007242201001168
Unhosted License: 5007262201001169"
19231140,Playful & sophisticated (family paradise) up to 9,29184455,Tedd,,"Dupont Circle, Connecticut Avenue/K Street",38.90698,-77.04627,Entire home/apt,507,2,30,2021-06-06,0.43,3,0,0,Hosted License: 5007242201001455
19243487,Nice place close to the National Mall,22301369,Howard,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8803,-77.0144,Private room,80,31,0,,,1,0,0,
19266872,Private Apartment in Washington DC,1631901,Bao,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.9277,-77.10332,Entire home/apt,100,14,14,2023-02-28,0.20,1,333,3,Hosted License: 5007242201001352
20014244,Spacious Home & Deck on the Park,11309130,Michael,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91683,-77.0106,Entire home/apt,397,2,217,2023-01-15,3.17,4,304,38,Hosted License: 5007242201000265
20028160,2-Room Suite in Charming Eckington Row Home,6416102,Braden,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91301,-77.00682,Private room,50,31,1,2017-12-02,0.02,1,0,0,
20028213,Walker's Paradise in Capitol Hill Home!,3448315,Allen,,"Capitol Hill, Lincoln Park",38.87975,-76.9876,Entire home/apt,498,31,10,2022-07-31,0.16,18,365,2,
20049395,"Style, Luxury, Historic Four Bedroom Home in Best Location",2291656,Faya,,"Georgetown, Burleith/Hillandale",38.90673,-77.06816,Entire home/apt,729,2,230,2023-03-16,3.39,1,43,32,Exempt
20093002,Centrally located Adams Morgan gem,16252186,Justin,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92383,-77.04273,Private room,26,31,6,2020-03-13,0.09,1,0,0,
20118032,Deluxe Master Suite,40644141,Sky,,"Friendship Heights, American University Park, Tenleytown",38.94629,-77.07393,Private room,100,1,3,2019-01-07,0.05,2,330,0,Hosted License: 5005500519002259
20124890,Private Room near Union Station/National Mall,20917831,Irik,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9022,-77.01132,Private room,60,31,324,2022-08-12,4.80,2,0,22,Exempt
20126341,Private Room on Capitol Hill/H Street Corridor,89325275,Bernie,,"Union Station, Stanton Park, Kingman Park",38.89706,-76.99897,Private room,60,2,172,2023-03-13,3.34,1,69,66,Hosted License: 5007242201000319
20138171,Spacious Apt in Heart of the Capital: U St | Logan,6066744,David,,"Shaw, Logan Circle",38.91382,-77.02631,Entire home/apt,181,1,548,2023-03-07,8.05,1,124,90,Hosted License: 5007242201001786
20138796,Modern Charm at a Victorian Capitol Hill Retreat,25683126,Robb,,"Capitol Hill, Lincoln Park",38.88836,-76.99037,Entire home/apt,221,2,298,2023-03-16,4.49,1,79,59,Hosted License: 5007242201000096
20153702,Capitol Hill Charmer Perfect for Families,661119,Patricia,,"Capitol Hill, Lincoln Park",38.87982,-76.98447,Entire home/apt,340,7,11,2022-11-01,0.17,1,154,5,"Hosted License: 5007242201001504
Unhosted License: 5007262201001505"
20154201,Charming one-bedroom apt. in the heart of DC,24967168,Marcela,,"Shaw, Logan Circle",38.90595,-77.02672,Private room,110,31,167,2023-01-12,2.45,1,54,19,
20166365,"Relaxing, Modern, Central Location on Capitol Hill",51355304,Jordan,,"Capitol Hill, Lincoln Park",38.89183,-76.99971,Entire home/apt,130,1,425,2023-03-18,6.25,1,21,94,Hosted License: 5007242201000796
20166874,large basement with sharing living room &kitchen,85322269,Ray,,"Georgetown, Burleith/Hillandale",38.91397,-77.07222,Private room,67,31,139,2022-11-21,2.03,2,111,19,
20186574,"Sunshine, cozy & clean master room in Georgetown",85322269,Ray,,"Georgetown, Burleith/Hillandale",38.91445,-77.07054,Private room,69,31,49,2020-02-15,0.72,2,137,0,
20192249,Beautiful 2 BR DC's Hottest Area/Parking,143780236,Ed,,"Dupont Circle, Connecticut Avenue/K Street",38.91597,-77.03552,Entire home/apt,219,2,226,2023-02-20,3.31,2,162,38,Hosted License: 5007242201001421
20196027,French Chic Stay,102792457,T,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90322,-76.98674,Private room,60,31,0,,,1,0,0,
20196565,Spacious Capitol Hill Charmer Close to Everything.,61643454,Diana,,"Union Station, Stanton Park, Kingman Park",38.89509,-76.99608,Entire home/apt,130,31,4,2017-09-27,0.06,1,0,0,
20207987,Studio Style Room with 1BA Near Metro,3327767,Julia,,"Capitol Hill, Lincoln Park",38.88007,-76.98192,Private room,65,31,0,,,1,0,0,
20212862,2B/2BA condo near H St NE!,4263869,Tareq,,"Union Station, Stanton Park, Kingman Park",38.90188,-76.98919,Entire home/apt,73,31,16,2018-02-21,0.25,1,0,0,
20213058,MODERN HOME NEAR CAPITOL HILL ✩✩✩✩✩ Walk to METRO subway,143983211,Michael,,"Capitol Hill, Lincoln Park",38.88969,-76.97957,Entire home/apt,246,2,308,2023-03-10,4.53,1,208,36,Exempt
20217934,Newly Renovated In-Law Suite  w/ Priv Kitch & Bath,9354986,Jonathon,,"Takoma, Brightwood, Manor Park",38.9678,-77.02679,Private room,80,7,1,2017-09-19,0.01,5,0,0,Hosted License: 5007242201001133
20253006,Luxurious Room Dupont Circle Townhouse Long term,5487930,Mark,,"Dupont Circle, Connecticut Avenue/K Street",38.91195,-77.04665,Private room,145,4,15,2022-02-21,0.23,19,305,0,Unhosted License: 5007262101000101
20264444,Cozy U St. Condo-Steps to U & 14,40649327,Nicole,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91956,-77.02795,Entire home/apt,199,3,20,2022-07-02,0.30,1,0,5,"Hosted License: 5007242101000003
Unhosted License: 5007262101000004"
20265888,Charming King Bed Studio Close to Capitol,13743641,Eric,,"Union Station, Stanton Park, Kingman Park",38.89312,-76.99792,Entire home/apt,143,1,173,2023-02-26,2.53,8,128,22,Exempt
20277898,"Clean, cozy and affordable one bedroom!",25986811,Eunji,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90081,-77.0105,Private room,85,31,4,2017-09-06,0.06,1,0,0,
20294927,Large English Basement w/Amenities & Near Metro,17123337,Catherine,,"Brightwood Park, Crestwood, Petworth",38.94489,-77.01958,Entire home/apt,144,3,24,2022-07-16,0.36,1,176,2,Hosted License: 5007242200000012
20299513,Rowhome 3BR/2BA; Near National Mall,24444960,Jae,,"Union Station, Stanton Park, Kingman Park",38.89606,-76.98222,Entire home/apt,253,3,26,2023-02-20,0.44,1,38,6,Hosted License: 5007262201000196
20302085,SUMMER END DISCOUNT! 1 BR in Logan Circle/14th St!,48864030,Stacia,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.905,-77.03016,Entire home/apt,165,31,4,2017-10-15,0.06,4,0,0,
20303609,Modern Condo with a View,22648846,John,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92126,-77.03461,Entire home/apt,150,31,7,2017-12-18,0.10,1,0,0,
20321277,Brownstone in DC/ Bloomingdale Historic district,6637404,Lala,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91972,-77.01191,Entire home/apt,385,2,58,2023-03-05,0.86,2,89,38,Hosted License: 5007242201001547
20347049,Redeveloped Historic Row House,10716582,Jessica,,"Capitol Hill, Lincoln Park",38.88611,-76.99037,Entire home/apt,145,4,36,2021-02-19,0.58,1,0,0,Unhosted License: 5007262201001552
20358943,Sunny 1 BR apt in Capitol Hill,144776629,Tiffany,,"Capitol Hill, Lincoln Park",38.88763,-76.98048,Entire home/apt,136,3,82,2023-02-23,1.21,1,65,13,Hosted License: 5007242201000640
20360072,"Sprawling 2 BR Apartment, Off Street Parking !",145224593,Anthony & Tamara,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87157,-76.97075,Entire home/apt,232,31,81,2020-09-13,1.21,1,180,0,
20361292,New Listing! Modern Condo - One block from Metro,3111772,Austin,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92655,-77.03313,Entire home/apt,300,31,11,2022-06-24,0.17,3,364,2,
20403640,Cozy House - Newly Remodeled 5 BR Home; 10 Guests,127842798,Elizabeth,,"Brightwood Park, Crestwood, Petworth",38.95764,-77.02244,Entire home/apt,199,31,117,2022-07-09,1.73,2,201,9,
20403766,Dupont - Scandinavian Cafe & Garden Apartment,29184455,Tedd,,"Dupont Circle, Connecticut Avenue/K Street",38.90698,-77.04627,Entire home/apt,232,1,219,2023-03-06,3.21,3,329,42,Hosted License: 5007242201001455
20422457,Private BR. Queen bed & mini fridge. Metro access,12126132,Juli,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93224,-77.03706,Private room,50,31,52,2020-03-15,0.77,2,0,0,
20432523,Entire Home Sleeps up to 5,11827226,Cynthia,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9013,-76.98399,Entire home/apt,150,31,2,2017-11-26,0.03,1,0,0,
20437419,Master Bedroom with Private Bath,9354986,Jonathon,,"Takoma, Brightwood, Manor Park",38.9671,-77.02659,Private room,65,4,6,2020-06-29,0.09,5,77,0,Hosted License: 5007242201001133
20437717,Heart of Georgetown,176438,John,,"Georgetown, Burleith/Hillandale",38.90686,-77.06202,Private room,100,31,241,2022-07-03,3.54,2,90,26,
20438692,The Center of Georgetown,176438,John,,"Georgetown, Burleith/Hillandale",38.90573,-77.0601,Private room,97,31,221,2022-07-16,3.27,2,90,28,
20452932,Walker's Paradise,63273507,Laila,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91297,-77.01579,Entire home/apt,101,31,185,2022-08-12,2.76,1,90,16,
20461027,"Capitol Hill Eastern Market Home - parking, metro",17633,Charlotte,,"Capitol Hill, Lincoln Park",38.88579,-76.99464,Entire home/apt,50,31,12,2022-06-22,0.49,35,154,4,
20469824,"Hidden gem: 2 BR guest unit, steps from metro",92210914,Meg,,"Brookland, Brentwood, Langdon",38.92213,-76.99104,Entire home/apt,130,2,123,2023-03-18,2.01,1,63,28,Hosted License: 5007242201000210
20483028,Not Available,36082115,Jay,,"Howard University, Le Droit Park, Cardozo/Shaw",38.92006,-77.02991,Entire home/apt,100,365,0,,,1,0,0,
20500529,"Spacious Washington 1BR, steps from the park",46590989,Margot,,"Brightwood Park, Crestwood, Petworth",38.93594,-77.04564,Entire home/apt,94,31,16,2018-05-23,0.25,1,0,0,
20503212,Perfect City Living near the White House,738459,Natasha,,"West End, Foggy Bottom, GWU",38.89726,-77.04601,Entire home/apt,80,90,6,2022-08-17,0.12,5,94,1,
20521864,Georgetown Apartment: private entrance & parking,146512013,Mihriye,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.9122,-77.08421,Entire home/apt,90,31,69,2019-07-18,1.02,1,0,0,
20534938,Private room Capitol Hill's Cozy Bunks (sleep 4),146624030,Sireenat,,"Capitol Hill, Lincoln Park",38.87909,-76.98961,Hotel room,107,1,97,2023-02-12,1.45,33,266,50,Exempt
20535352,Perfect DC retreat in beautiful Bloomingdale!,56754902,Jude,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91959,-77.0125,Entire home/apt,92,31,60,2022-08-06,0.90,1,226,6,
20538744,Sparkling Studio in Adams Morgan/Dupont Circle,142993246,Felicia,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91679,-77.04417,Entire home/apt,180,1,512,2023-03-11,7.72,2,122,82,Hosted License: 5007242201000260
20604877,H Street | Extended Capitol Hill | Atlas District,147252541,Brian,,"Union Station, Stanton Park, Kingman Park",38.90007,-76.99026,Entire home/apt,149,31,191,2022-06-08,2.86,2,240,11,
20605356,Cozy Chic DC 2 Bedroom,147199471,Colleen,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93211,-77.02683,Entire home/apt,307,31,1,2017-09-20,0.01,1,0,0,
20607002,Spacious 1-BR apartment in vibrant DuPont Circle,147115777,Nabil,,"Dupont Circle, Connecticut Avenue/K Street",38.90982,-77.04691,Entire home/apt,115,31,69,2022-12-17,1.03,1,230,3,
20617856,Renovated Apartment close to American University,9265084,Jonnie,,"Friendship Heights, American University Park, Tenleytown",38.9453,-77.08925,Entire home/apt,110,2,249,2023-03-02,3.76,1,278,58,Exempt
20624816,"Basement Apartment, ample parking",11604993,Anne,,"Brightwood Park, Crestwood, Petworth",38.94837,-77.01926,Entire home/apt,65,31,0,,,1,0,0,
20631517,Newly-renovated Apartment in Washington DC,75385441,Jaqueline,,"Brightwood Park, Crestwood, Petworth",38.9561,-77.02281,Entire home/apt,99,31,13,2017-10-22,0.19,1,0,0,
20648805,Spectacular Park Home with Monument Views and Room for All,11309130,Michael,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91671,-77.0098,Entire home/apt,1642,3,23,2023-01-23,0.35,4,302,4,Unhosted License: 5007262201000266
